News,Target
"
""Harry Reid was against (the nuclear option) before he was for it. Mitch McConnell was for it before he was against it. President Obama was against it before he was for it.""
",1
"
""The state budget has actually grown by $4.6 billion under"" Gov. Scott Walker’s actions.
",0
"
""Under Mayor Cicilline, [Providence] was a sanctuary city.""
",0
"
On changing the rules for filibusters on presidential nominees
",0
"
On changing the rules for filibusters on presidential nominees
",0
"
On changing the rules for filibusters on presidential nominees
",0
"
""You've got more people wanting to go moose hunting in New Hampshire than want Obamacare.""
 
 
",0
"
""In the history of the United States, 168 presidential nominees have been filibustered, 82 blocked under President Obama, 86 blocked under all the other presidents.""
",0
"
""If you survey, most (North Carolina) Democrats also agree with our (election) laws and voter ID.""
",0
"
""The reason we have a national debt is not because of defense spending. What is driving our long-term debt are Medicare and Social Security programs.""
",0
"
 ""All"" University of Texas ""student-athletes get an iPad.""
",0
"
""No one in the country has ever built a brand new sports facility and created this kind of development at the same time.""
",0
"
""8.5 million Americans have gotten rebate checks because their insurance companies were spending too much money on executive bonuses and administrative costs and not enough on health care.""
",0
"
Florida ""remains the top travel destination across the world.""
",0
"
""500,000 people have signed up for #Obamacare.""
",0
"
Says Barack Obama’s approval rating ""is right in the average"" for second-term presidents at this point.
",0
"
Says Senate Minority Leader Mitch McConnell has ""blocked the Senate over 400 times.""
",0
"
""Nearly 20% of our residents"" are born abroad.
",1
"
A Census Bureau worker says he was told to skew information to bring the unemployment rate down ""as we headed into an election season.""
",0
"
Says there’s no language in the U.S. Constitution that prevents someone from running for Congress simultaneously in multiple states.
",1
"
Says Tom Cotton ""voted to turn Medicare into a voucher system.""
",0
"
Says Mark Pryor ""cut Medicare to pay for Obamacare.""
",0
"
Says Thomas Jefferson said, ""You might be able to fool the people for awhile, and they may go astray, but sooner or later the American people are going to wake up and they will correct the course.""
",0
"
""In Jeanne Shaheen, New Hampshire has a Senator who was the deciding vote to pass Obamacare.""
",0
"
In ""reality,"" there have ""been no problems whatsoever"" with the Texas voter ID law.
",0
"
""You've seen where we're now going from a $700 million surplus to getting into the next biennium with almost a $750 million deficit.""
",0
"
The U.S. Department of Defense spends $80 million a year on prostate cancer research, $25 million a year on ovarian cancer research and $150 million a year on breast cancer research.
",0
"
The United States ""has never been richer, if you look at per capita GDP.""
",1
"
Medicare Part D ""was far more expensive than the Affordable Care Act and unlike"" the act, ""was never budgeted.""
",0
"
The deficit this year could pay ""all of the 2013 salaries of every professional baseball player for the next 248 years.""
",1
"
Says the number of Democrats who voted for the GOP measure allowing health plan renewals is close to the number who voted on GOP bills to delay mandates on employers and individuals.
",0
"
""The (health care) law does not demand that all of these cancellations go out.""
",0
"
Says New Jersey has gained ""143,000 new private-sector jobs.""
",1
"
Rhode Island's unemployment insurance system ""is the most expensive such system in the country.""
",0
"
There were ""$2 billion in earmarks in fiscal year 2012.""
",0
"
""Florida sheriffs unequivocally support"" the ""stand your ground"" law.
",0
"
""Under President (George W.) Bush, prosecution of gun crimes was 30 percent higher than it is under President Obama.""
",0
"
""On (the federal minimum wage of) $7.75, you can’t even make half the poverty level.""
",0
"
Obamacare ""was the Republican plan in the early '90s.""
",0
"
""The $3.6 billion deficit we inherited has turned into more than a half-billion-dollar surplus.""
",0
"
""I have returned money every year since taking office.""
",1
"
""Our national debt is as low as it has been since World War II.""
",0
"
""Given how expansive our program already was,"" expanding Medicaid in New Jersey due to Obamacare ""was a relatively small expansion.""
",0
"
""Onion Creek’s highest flow rate"" on a recent night of flooding ""was 120,000 cubic feet per second, which is nearly double the average flow rate of Niagara Falls.""
",0
"
One of the ""main functions"" of the Department of Homeland Security’s SAVE database is ""checking voter registration citizenship status.""
",0
"
Under Obama, the national debt ""has been reduced every year for the last five years.""
",0
"
""During my eight years as county executive, we cut the number of county workers by 20 percent.""
",1
"
I am ""the first Latina to run for governor of Texas.""
",0
"
Says the Affordable Care Act has already reduced the number of uninsured in Oregon by 10 percent.
",1
"
""In the last four years, our economy has grown on average 0.9 percent a year.""
",0
"
""In July 2010 the government said small businesses -- 60 percent -- will lose their health care, 45 percent of big business and a large percentage of individual health.""
",0
"
""Things went wrong with the Medicare prescription D plan that George Bush rolled out.""
",1
"
""The national debt is on track to double during Obama’s presidency.""
 
",0
"
""Georgia has lost 14 percent of its jobs paying more than $50,000 a year and added 15 percent to its Medicaid rolls during the recovery.""
",0
"
Says the Obama administration is handing out a pamphlet titled, ""What To Do When The Veteran In Your Classroom Attempts A Mass Shooting""
",0
"
""Social Security took seven years before anybody got the first check.""
",0
"
""They delayed my swearing-in here in Massachusetts for a couple weeks so they could ram (the health care law) through.""
 
",0
"
""The majority of people travelling to these destination resorts are not going for the primary purpose of gambling."" 
 
",0
"
Says the U.S. national debt has tripled during Rep. Greg Walden’s time in Congress.
",0
"
Says Rick Scott ""cut education by $1.3 billion"" in his first year, then ""in his second year he decreases funding by $300 million to our state universities.""
",0
"
 Finance experts estimate that paying in cash for the $2.5 billion in projects funded by the sales tax saved Gwinnett County more than $1 billion in interest payments.
",1
"
Says Chris Christie ""vetoed Planned Parenthood funding five times over the course of his governorship.""
 
",0
"
Says 18 states and the District of Columbia have voted Democratic in six consecutive presidential elections.
 
",1
"
""In fact, there’s more state funding for education today than any other time.""
",1
"
""We have created new jobs here in Cranston -- more than 1,000.""
",0
"
""A million people … could get health insurance right away"" if Texas expanded Medicaid under Obamacare.
",1
"
""When you add a dollar value to mandates,"" government took almost 50 percent ""of the American people’s money.""
",0
"
Wendy Davis is ""fighting to bring ... Bloomberg-style gun control to Texas.""
",0
"
The University of Texas is starting ""the first medical school at a major Tier One"" university ""in the last 50 years.""
",0
"
Says taxpayer subsidy for the Oregon Convention Center hotel jumped $100 million in closed-door sessions
",1
"
Says Kay Hagan ""supports waivers for friends of Obama and special treatment for Congress and their staffs.""
",0
"
Says Alex Sink supported ""a $5.2 billion increase in Florida's debt.""
",0
"
Charlie Crist stopped ""layoffs of some 20,000 school teachers during the global economic meltdown.""
",0
"
Says Chris Christie fired 6,000 teachers.
",0
"
With a bill bringing $100 million in property tax relief, ""the typical Wisconsin homeowner will save approximately $680 over four years.""
",0
"
Says ""new mandates are already reducing full-time employment.""
",0
"
Says Barack Obama ""knew half of the population of the United States would lose their health insurance.""
",0
"
""What we said was, you can keep (your plan) if it hasn’t changed since the law passed.""
",0
"
A planning group said that to meet anticipated traffic demands by 2035, Interstate 35 between Austin and Round Rock will need a dozen additional lanes going north and 14 additional southbound lanes.
",0
"
""When is a farm bill not a farm bill? When 90 percent of it is for food stamps.""
",0
"
""The Legislature passed Gov. Walker’s so-called property tax relief bill,"" but the Republicans ""are still raising your property taxes.""
 
",0
"
Says administrator salaries were increased, ""but other school employees were left behind.""
 
",0
"
Congress ""is bewildered at the scope and reach of our spying apparatus"" but in 2008 and 2012 ""explicitly rejected an amendment calling for more disclosure.""
",1
"
I am the only U.S. Senate candidate who spoke out against bombing Syria, and who challenged Georgia’s governor and insurance commissioner over obstruction to the Affordable Care Act.
",0
"
Says Rick Scott ""didn’t even come to his own education summit. But he did take time to go to the tea party convention the same week.""
",1
"
In 1929, the Secretary of State shut down a program that was ""collecting information to protect America"" because it was ""unseemly,"" but that move led to ""millions and millions"" of deaths in World War II.
",0
"
""If your plan is the result of collective bargaining, no subsequent changes by anybody -- insurance companies, Obamacare -- can force your grandfathered policy to change.""
",0
"
Due to Obamacare, Arkansas ""has covered almost 14 percent of its uninsured already.""
",0
"
""The insurance industry is actually run by mostly Democrats.""
",0
"
The average fast food worker is 29, and most fast food workers ""are on some form of public assistance.""
",0
"
""Only 14 percent of Americans were able to keep these individual market plans for two years"" before Obamacare became law.
",0
"
""Before the Republican wave in 2010, Democrats had an advantage on the generic ballot in Congress. Even in 1994 with the Gingrich revolution ... Democrats had that advantage.""
",1
"
The federal health care law raises taxes and cuts Medicare.
",0
"
""The insurance companies are making that choice (to cancel or change policies), not the president.""
",0
"
""On day one, six people were able to sign up"" for health insurance through the federal marketplace.
",0
"
""Health insurance is more expensive in Massachusetts than anywhere else in the country.""
",0
"
""We’re one of the only communities in the country that didn’t lose population in the last census.""
",0
"
""Providence has more of its pension fund invested in hedge funds and is less transparent"" about it than the state.
",0
"
Passage of a referendum on an aquarium for Clearwater means ""NO future funding for our neighborhoods.""
",0
"
""Natalyn Archibong skipped (Atlanta) City Council meetings or was late 90% of the time. Then she voted herself a pay raise.""
",0
"
""Rand Paul’s speech ... on 'Gattaca' was totally ripped off of Wikipedia.""
 
",1
"
""Even after Obamacare is fully implemented, there still will be tens of millions of people not covered.""
",1
"
As CFO, Alex Sink oversaw ""a $27 billion loss in the state's pension fund.""
",0
"
Under President George W. Bush, ""we added $4.9 trillion to the debt. Under President Obama … we’ve added $6.5 trillion to the debt.""
",1
"
Terry McAuliffe ""wants to raise your taxes $1,700 to pay for his infinite promises.""
",0
"
Ken Cuccinelli would ""take money away from public schools to fund private schools.""
",0
"
""Wisconsin ranks No. 2 in economic growth"", according to the Federal Reserve Bank of Philadelphia.
",0
"
""West Linn has one of the highest per capita rates of home-based businesses in the United States.""
",0
"
""Texas Governor Rick Perry’s voter ID law is a blatant effort to defeat Wendy Davis by disenfranchising tens of thousands of women voters.""
",0
"
""This is the year Florida becomes a majority minority state.""
",0
"
Most voters prefer zombies to the current U.S. Congress.
 
",1
"
""If I have affordable coverage in my workplace, I'm not eligible to go into the marketplace. ... It’s illegal.""
",0
"
""FACT: Nothing in #Obamacare forces people out of their health plans.""
",0
"
Says Mike Enzi is ""getting about 84 percent of his campaign funds from Washington-based PACs. That's more than any senator of either party.""
",0
"
The U.S. Department of Homeland Security warned that the SAVE ""database is not a foolproof means of verifying (citizenship on) the voter rolls.""
",1
"
""The number of Americans who receive means-tested government benefits -- welfare -- now outnumbers those who are year-round full-time workers.""
",0
"
""78702 is the second-most gentrified ZIP code in the entire country.""
",0
"
""Soldiers Donating to Tea Party Now Face Punishment Under the Uniform Code of Military Justice.""
 ",0
"
""The vast majority of people in this country are keeping their (health insurance) plan.""
",0
"
""Hidden"" in the healthcare.gov code is language that means users ""waive any reasonable right to privacy of your personal information.""
",0
"
$6 billion water bond program voters passed in 2011 ""has yet to be tapped.""
",0
"
In Massachusetts, ""half of the primary care doctors are not accepting new patients.""
",1
"
""In 2011, texting surpassed alcohol as the leading contributing factor in teen driving deaths.""
 
",0
"
""We have about six school districts that are in school 140 to 150 days this year.""
",0
"
Nearly 6 in 10 uninsured Americans ""can get health insurance for what may be the equivalent of your cell phone bill.""
",0
"
Emergency rooms account for ""2 percent of all health care spending.""
",0
"
Wisconsin sold fresh water to California, helping that state's dairy industry, and ""lost a bunch of jobs (and) a bunch of farmland.""
",0
"
Says Ken Cuccinelli wants ""to eliminate all forms of birth control.""
",0
"
Says Barbara Buono ""voted to raise her own pay 40 percent.""
",0
"
""We’re second only to Boston in college students per capita.""
",0
"
""Test scores had gone up steadily for 40 years until No Child Left Behind and Race to the Top.""
 
 
",0
"
For the state of Florida, ""there is not an additional cost with implementation of the Common Core standards.""
",0
"
In Florida, ""300,000 people are going to lose their individual coverage because of Obamacare. Now those people next year, they don’t have health insurance.""
",0
"
""The IRS has been specifically forbidden ...  from ever actually pursuing either civil or criminal remedies"" for people who don’t purchase health insurance.
",0
"
Wendy Davis is ""threatening to raise taxes up to $35 billion.""
",0
"
Georgia ""spends in the top 10 nationally on education, yet, most of our education metrics hover in the bottom five.""
",0
"
Congress, criminals, Scientologists and other groups are exempt from Obamacare.
",0
"
Says ""there are actually more people in poverty now than there were when we started"" the War on Poverty.
 
",0
"
""Wisconsin is not as obese as the national average is. The national average, 35.7 percent of the population is obese. In Wisconsin, it's closer to 26 percent.""
",0
"
""In 45 out of 50 states, on average men are seeing their premiums double, going up 99 percent. Women up 62 percent.""
",0
"
Common Core ""is not from the federal government,"" they ""do not have their fingerprints on this thing at all.""
",0
"
""About 47 percent of able-bodied people in the state of Maine don’t work.""
",0
"
""Woodrow Wilson borrowed $30 billion to fund World War I in 1917. That money has not been paid back. And we are still paying interest on it.""
",0
"
""I never was in favor of shutting down the government. … (I) voted to fund the government fully.""
",0
"
Milwaukee County has ""a parks capital budget that’s bigger than it’s been in the last 10 years.""
",0
"
Gov. Lincoln Chafee has imposed ""a mandatory abortion fee"" on all Rhode Islanders who buy health insurance through the state’s Obamacare exchange.
",0
"
""No one beta-tested"" healthcare.gov.
",0
"
""Wendy Davis opposes any limits on abortion.""
",0
"
Says under President Barack Obama, the debt increased by 23 percent, which was less than under any president going back to Ronald Reagan.
",0
"
""As a result of Obamacare, we are becoming something of a part-time employment country.""

",0
"
Common Core is being ""used by the Obama Administration to turn the Department of Education into what is effectively a national school board.""
",0
"
According to a federal report, Obamacare will increase the long-term federal deficit by $6.2 trillion.
",0
"

""Half of all CEOs say that the shutdown and the threat of shutdown set back their plans to hire over the next six months.""
",0
"
""Mark Herring voted to allow sex offenders, including rapists, to serve shorter sentences.""
",0
"
""Common Core expects English teachers to spend at least half of their reading instructional time at every grade level on informational texts.""
",0
"
The goal of Common Core is ""to instill federally determined attitudes and mindsets in students including political and religious beliefs.""
",0
"
Teachers were not involved in developing the Common Core State Standards.
",0
"
Says ""74 percent of small-business people believe that Obamacare is a bad idea.""
 
",0
"
Common Core means ""there are over 300 data elements the government is going to be collecting about your children and about you.""
",0
"
All members of Congress are required to be in Obamacare, but Obama and members of his administration ""have their own gold-plated health care plans that they're in.""
 
",0
"
""Property taxes have increased 20 percent under four years of Chris Christie.""
",0
"
""We’re 49th in the United States in new businesses created.""
",0
"
""Local law enforcement . . . will have access to the [Obamacare] Data Hub’s treasure trove of personal info.""
",0
"
""We went from $160 billion deficit spending in (President George W.) Bush's last year to $1.6 trillion the following year.""
",0
"
The ""president has given 1,100 special waivers to his friends"" for Obamacare.
",0
"
Says Damascus’ disincorporation would produce ""NO significant tax savings.""
",0
"
Since Obamacare became law, ""most of our new jobs have been part-time jobs.""
",0
"
""Live cats have holes drilled into their skulls,"" posts put into their heads and coils put into their eyes, and some have had their ears cut off or are intentionally deafened or starved at UW-Madison labs that do research to improve hearing in humans.
",0
"
Says ""by reducing chronic health care costs in the State of Georgia, we can reduce the $32.8 billion lost each year due to lack of productivity and economic costs.""
",0
"
""Virtually every person across this country has seen premiums going up and up and up"" due to Obamacare.
",0
"
40,000 veterans in Texas won’t get health care because Perry rejected Obamacare's Medicaid expansion.
",0
"
""Unemployment in the city of St. Petersburg is below the state average.""
",0
"
""Since Mr. Foster's been mayor, we have less small businesses in the city of St. Petersburg.""
",0
"
""Unfortunately, since Mr. Foster's been mayor ... there are less people employed in the city of St. Petersburg than there were prior to his taking office.""
",0
"
Says ""nearly 30,000"" federal employees in Oregon were furloughed during the government shutdown.
",0
"
When SACS came back to the DeKalb County School District to give a midterm review, we got straight A’s.
",0
"
Chris Christie ""cut equal pay for women, calling it 'senseless bureaucracy.' ""
",0
"
Congressional lawmakers earn their salaries ""FOR LIFE,"" which for House Minority Leader Nancy Pelosi would add up to ""$803,700 Dollars a year for LIFE including FREE medical.""
",0
"
""Thirteen hundred"" applicants in Rhode Island signed up for insurance through Obamacare.
",0
"
""No doctors who went to an American medical school will be accepting Obamacare.""
",0
"
""Neville Chamberlain told the British people: ‘Accept the Nazis. Yes, they will dominate the continent of Europe, but that is not our problem. Let's appease them. Why? Because it can't be done. We cannot possibly stand against them.’""
",0
"
Says Jeanne Shaheen ""got behind the idea of using the IRS to target American citizens for their political views.""
",0
"
The federal government ""has $3 trillion in cash flow, so we can pay our bills"" and won’t default.
",0
"
Ann Kuster turned ""a blind eye to those in need of funding"" by voting ""against funding for our nation’s veterans, low-income women and children, the FDA and the National Institutes of Health.""
",0
"
Says U.S. Rep. Debbie Wasserman Schultz ""voted to cut off Florida’s veterans and their benefits.""
",0
"
The White House had a live video feed of the Benghazi attacks as they occurred.
",0
"
""Eighty percent of the antibiotics in this country are fed to livestock.""
",0
"
Says ""we are going to sell this house and use the proceeds to stabilize rates.""
",0
"
Says U.S. Rep. Steve Daines, R-Mont., ""opposes a vote on his own legislation that he proposed just a few months ago.""
",0
"
""Rather than prioritize and pass ethics reform measures to restore trust in state government, (Democrats) sat on their hands and did nothing"" when they were the majority.
",0
"
A $10 million fire fee proposal in St. Petersburg was ""inspired"" by Gov. Rick Scott.
",0
"
A congressional laundry closed due to the partial government shutdown.
",1
"
""It’s been 4 and a half years since the United States Senate passed a budget.""
",0
"
Chris Christie ""has not increased the taxes on anyone.""
",0
"
On responding to chemical weapon use in Syria
",0
"
""Six years after unionization, 20,000 fewer children in Illinois were being served by the Child Care and Development Fund program.""
",0
"
Amanda Murphy has ""two vacation homes around the world.""
",0
"
Bill Gunter would ""drain millions from local public schools, and give our tax dollars to private, for-profit schools run by out-of-state corporations.""
",0
"
""Ninety six percent of employers in the Granite State are considered small businesses.""
",1
"
Democrats already agreed to ""a deal that Republicans wanted, that Eric Cantor said would be a win.""
",0
"
Says Oregonians for Food and Shelter ""proudly features board members from Monsanto and Syngenta and the (Oregon) Farm Bureau also receives funding from biotech companies.""
",1
"
Terry McAuliffe has ""threatened to shut down Virginia’s government if his budget plan isn’t supported.""
",0
"
Says ""(t)his 12 year council 'Seat-warmer' has never chaired, vice chaired, or led a single Council committee meeting.""
 
",0
"
Louie Gohmert of Texas ""compared the current general-in-charge in Egypt to George Washington.""
",0
"
Louie Gohmert of Texas ""blamed the mass shooting at a movie theater in Colorado on ‘the ongoing attacks on Judeo-Christian beliefs.'""

",0
"
""Violent crime is up since the last year of Sharpe James’ administration. This year it’s higher. … The unemployment rate is almost 15 percent. The high school dropout rate is over 50 percent.""
",0
"
Says Democratic gubernatorial candidate Mary Burke ""has proven on the Madison Board of Education"" that she supports raising taxes and spending.
 
",0
"
""Many don’t know that Bill Young was once the minority leader in the Florida Senate...because he was the only Republican senator.""
",1
"
Says ""between 6 and 20 bicycles can be parked in the space required by one car.""
",0
"
I am ""the only candidate for lieutenant governor to oppose in-state tuition for illegal immigrants.""
",0
"
Says Sen. Mark Pryor voted for ""special subsidies"" for lawmakers and staff in Congress ""so they’re protected from Obamacare.""
",0
"
The health care marketplaces have ""no privacy protections.""
",0
"
Says her actions as Wisconsin commerce secretary brought the state ""84,000 more Wisconsin jobs than we have today.""
",0
"
Any state tax law has to start in the House and the renewal of the state hospital bed tax this year started in the Senate, which is unconstitutional.
",0
"
""For the first time since the Korean War, total federal spending has gone down for two years in a row.""
",1
"
Because of the 2011 debt ceiling fight, ""the stock market lost 2,000 points.""
",0
"
""Nobody's addicted to"" marijuana.
",0
"
""Every month, we get the reports from the Bureau of Labor Statistics that say even more people have given up looking for work.""
",0
"
The Obama administration shut down the Amber Alert program because of the government shutdown.
",0
"
""Obama has jumped the shark and ordered the ocean closed!""
",0
"
There is ""a constitutional issue"" that affects ""the paychecks of members of Congress"" during a shutdown.
",1
"
""This year, the federal government will have more revenue than any year in the history of our country.""
",0
"
Says David Dewhurst ""went out for drinks"" during Senate debate on abortion bill.
",0
"
Virginia is ""the number one state per capita in screening out people with mental illness from gun purchases.""
 
",0
"
Domestic violence ""is seen as a pre-existing"" health condition and ""women had to pay 50 percent more for health care because of gender ratings,"" but under Obamacare, ""all of that is over.""
 
",0
"
Forty-six states have a line-item veto for the governor.
",0
"
Says a man opted out of Obamacare after the marketplace launched on Oct. 1, 2013, and was informed he owed a $4,000 fine.
",0
"
Only ""four countries in the world… allow abortions after 20 weeks"" of pregnancy.
",0
"
""Eighty-five percent of government's running right now. Only 15 percent of government spending is shut down.""
",0
"
The growth in health care costs ""has been reined in through the Affordable Care Act.""
",0
"
""At the time that (Medicare Part D) was passed (it) was actually less popular than the Affordable Care Act, according to the polls.""
",0
"
Shutdowns are ""a normal part of the constitutional process,"" with 12 shutdowns under Democratic House Speaker Tip O’Neill and two during his own speakership.
",0
"
On support for Common Core education standards
",0
"
The shutdown is projected to result in ""$10 billion in costs to the economy per week.""
",0
"
""Obama Declares November National Muslim Appreciation Month.""
",0
"
Among the nation’s 51 largest metropolitan areas, Milwaukee is the ""only one"" where the poverty rate is more than ""four times greater in the city than it is in the suburbs.""
",0
"
Ken Cuccinelli ""tried to shut down"" state government.
",0
"
""(Texas Republicans) believe in abolishing Social Security, abolishing V.A. health care.""
",0
"
The crime rate in some Atlanta neighborhoods has dropped by 35 to 51 percent.
",0
"
In a ""sweetheart deal … members of Congress, thanks to the Obama administration, are going to be the only people in America to get subsidies in the Obamacare exchanges.""
",0
"
""In 2010, the non-partisan Government Accountability Office found that only 6.5 percent of the U.S.-Mexico border was under full control of the Border Patrol.""
",0
"
""In states where the federal government helps run these (health care) marketplaces, the average American will have more than 50 different plans to choose from, with different levels of coverage.""
",0
"
""Photo ID is not required for those who vote by mail.""
",1
"
""For the last decade, Floridians’ salaries have shrunk substantially"" when adjusted for inflation.
",0
"
Says ""Nathan Deal killed pro-gun bills in 2013.""
 
",0
"
""A strong bipartisan majority"" in the House of Representatives ""voted to defund Obamacare.""
",0
"
""The United States Senate — Democrats and Republicans — (voted) to keep our government open.""
",0
"
""Many state and federal agencies have such ‘navigators’ involved in helping folks maneuver through the often complex processes associated with filing benefits claims, for example -- even buying health insurance.""
",1
"
""I would be the first Republican senator elected in New Jersey in 41 years.""
",1
"
""There are still tens of thousands of missing service members from previous and current conflicts that our nation is working to find and repatriate.""
 
",1
"
The highest paid employee of the State of Rhode Island is a basketball coach.
",1
"
If sea levels rise six feet due to climate change, Waterplace Park in Providence and Wickford village would be swamped
",1
"
Says Maggie Hassan is the only female governor in the country.
",0
"
With Obamacare, ""we're fixing to get hit with the biggest entitlement program the American taxpayers have ever seen.""
",0
"
Under economic sanctions, ""now Iran is suffering 30 percent inflation, 20 percent unemployment.""
",0
"
""Up to half of all Americans have a pre-existing condition.""
",0
"
Under Cuccinelli’s tax cut plan, ""school divisions across Virginia could be forced to fire over 8,000 teachers.""  
",0
"
Warren Buffett says stop Obamacare now and start over.
",0
"
""One out of four corporations doesn't pay a nickel in (federal income) taxes.""
",0
"
UPS left 15,000 employees’ spouses ""without health insurance"" and told them to, ""go on an exchange with no employer subsidy.""
",0
"
""(Obamacare) is a bill which has never once had a majority of Americans favor it.""
",0
"
Says Ken Cuccinelli tried to make it more difficult for mothers to obtain divorces.
",0
"
""I’ve been reducing the number of Democratic"" Texas Senate committee ""chairs since I came in"" as lieutenant governor.
",0
"
The 2013-’15 state budget backed by Gov. Scott Walker and Republican lawmakers ""left our technical colleges funded at 1989 levels.""
",0
"
""Today many Florida teachers are at risk of having their pay impacted by the performance of children who are not even in their classrooms or subject areas.""
",0
"
""According to the Congressional Budget Office, repealing Obamacare would increase the budget deficit.""
",0
"
""Over the past 35 years, Florida families have paid into the (National Flood Insurance Program) over $16 billion, four times more than the amount they have received in claim reimbursements.""
",0
"
Says President Barack Obama ""has amended, delayed, or repealed 19 components of his very own (health care) law.""
",0
"
The U.S. Supreme Court decided in 1982 that non-citizen children must get free K-12 education.
",1
"
""Unlike you and me, Congress gets to keep up to $11,000 a year in taxpayer subsidies"" under Obamacare.
",0
"
If the government shuts down, ""all military personnel will continue to serve and accrue pay but will not actually be paid until appropriations are available.""
",1
"
Mental health provisions related to mass shootings ""got over 90 votes in the Senate.""
",1
"
Some ""20,000 Delphi salaried retirees lost up to 70 percent of their pensions"" as a result of ""political favoritism and backroom deals.""
",0
"
""Thanks to (Rick) Perry's bad budgeting, the (Texas) highway department has to convert some modern paved state roads back to gravel.""
",0
"
""In fiscal year 2011-2012, 4,191 abortions were paid for by taxpayers via the Oregon Health Plan.""
",1
"
""The American people support defunding Obamacare and oppose shutting down the government.""
",0
"
""The president’s own advisers have said there’s a war on coal.""
",0
"
Wendy Davis is ""the most popular politician in Texas.""
",0
"
""You have to get a license to fish on our beaches.""
",1
"
""Governor Deal has increased education spending every year he’s been in office.""
 
",0
"
""Terry McAuliffe cashed in, walking away with millions"" from the demise of Global Crossing.
",0
"
Tuition at Rutgers has increased 10 percent since Gov. Chris Christie took office because he ""cut funding for higher education.""
",0
"
""We’ve used (generally accepted accounting principles) here in this building the last two years.""
",0
"
""One out of 10 minimum-wage workers in the U.S. live in Texas.""
",1
"
""Ninety-five percent of all the wages in Texas are above minimum wage.""
",0
"
""Every engine manufacturer in the United States is now in the state of Texas.""
",0
"
Since 2007, ""Texas has gained 440,000 people"" while ""Maryland has lost 20,000.""
",0
"
""More than 400 car crashes occur each year on the current, congested Columbia River Bridge.""
",0
"
In Florida ""we have 75,000 on (a) waiting list for child care and 23,000 on waiting lists"" for community care for the elderly.
",0
"
""Since sequester began federal employment has been subtracting 6,000-7,000 jobs per month""
",0
"
""Obamacare will question your sex life.""
",0
"
""There are more guns than there are people in the United States.""
",0
"
""Cuccinelli wants to make all abortion illegal, even in cases of rape and incest, even to protect a woman’s health.""
",0
"
""We’re 48th in K-12 funding and 50th in higher education.""
",0
"
The Capitol Police force is ""going so far as to use paramilitary equipment"" in dealing with singing protesters in Madison
",0
"
The employer mandate ""affects only 5 percent of businesses in this country.""
",0
"
According to an article in the Economist magazine, Americans are ""guaranteed"" to live above the poverty line if they graduate from high school, keep their first job for over a year and get and stay married.
",0
"
""Tampa got more (federal housing) money because they scored higher on the blight scoring system, so they've got a much bigger problem than we do.""
",0
"
""The CDC issued a report commissioned by President Obama just earlier this year, and it found some very inconvenient facts. Armed citizens are less likely harmed by attackers. Effectiveness of gun control laws is mixed. Gun buybacks don't work.""
",0
"
An average of seven children in America are killed by guns every day.
",0
"
Says potential Democratic opponent Mary Burke ""implemented the policies of Jim Doyle. Those are the policies that, in his last term, saw the state lose more than 133,000 jobs.""
",0
"
Warren Buffett recently said ""Scrap Obamacare and Start All Over.""
",0
"
""1 percent of candidates that (the National Rifle Association) endorsed in 2012 won.""
",0
"
Unemployment in Texas has risen over two percentage points with Rick Perry as governor.
",0
"
""Soy ... el único official estatal quién es un hombre de negocios.""
",0
"
According to the most recent jobs report, ""we've got more Americans leaving the workforce than we have finding jobs.""
",0
"
""I’ve never supported legislation that invades people’s choices about contraception.""
",0
"
The very first meal on the surface of the moon was the Holy Communion.
",1
"
""Minnesota is kicking butt relative to Wisconsin on everything from employment and job creation to school test scores, educated work force and a host of other factors and rankings""
",0
"
Newark is ""now home to one-third of all commercial and multi-family development.""
",0
"
""The amount of interest"" paid on the federal debt exceeds ""total tax revenue.""
",0
"
Under Mayor Angel Taveras ""Providence’s bond rating was downgraded from A to BBB, two steps above junk-bond status.""
 
",0
"
""Studies have shown that voter fraud is non-existent in Texas.""
",0
"
""Things like … having Friday classes have been shown to be very effective on college campuses"" in reducing drinking.
",0
"
The United States ""stood alone in the war in Iraq.""
",0
"
Says he ""opposed the president’s decision to go into Iraq"" in 2003.
",0
"
On support for a military strike on Syria
",0
"
In 2012, the state ""put together a list of over 100,000 people that they thought were ineligible to vote. Came out there were less than 10.""
",0
"
President Barack Obama ""had the legal authority"" to strike Syria without a vote from Congress.
",1
"
The United Nations has conducted ""172 successful peacekeeping missions and negotiations.""
",0
"
Pending a federal waiver, the 2013 Legislature ""eliminated the overtesting of students in grades 3-8 by decreasing the number of tests from 17 to 8.""
",0
"
There ""are 500 registered Republicans moving"" to Texas ""every day.""
",0
"
""One out of every three students currently today is ready for college before they go there.""
",0
"
In the event of a U.S. strike on Syria, ""the Russians will replace the weapons immediately. They’ve said it on the record. They’ve suggested they might even replace it with better stuff.""
",0
"
""7 out of 10 Oregon families living in poverty have at least one parent who works.""
",0
"
""The Kenosha casino would be one of the state’s largest employers and pay more to the state than any other company or Tribe – essentially, it would be Wisconsin’s biggest taxpayer.""
",0
"
""We've seen priests beheaded by the Islamic rebels on the other side. We've also seen an Islamic rebel eating the heart of a soldier.""
",0
"
""Before President Obama acted in Libya in 2011, the American people were opposed to military action by 35 to 60. After he took action, they were in support of it 54 to 43.""
",0
